1;Banská Bystrica,,AS;2;Banská Bystrica,,Strieborné nám.;486;3
263;Sučany,,Dom potravín;264;Sučany,,psych.liečebňa;162;1
263;Sučany,,Dom potravín;265;Sučany,,rozvodňa;54;1
264;Sučany,,psych.liečebňa;263;Sučany,,Dom potravín;162;1
264;Sučany,,psych.liečebňa;268;Turany,,pošta;216;3
265;Sučany,,rozvodňa;256;Martin,Košúty,zdrav.str.;270;4
266;Šútovo,,odb.k Šútov.vodopádom;267;Šútovo,,Rieka lom;108;1
266;Šútovo,,odb.k Šútov.vodopádom;269;Šútovo,,OcÚ;162;1
267;Šútovo,,Rieka lom;266;Šútovo,,odb.k Šútov.vodopádom;54;1
267;Šútovo,,Rieka lom;375;Kraľovany,,žel.st.;270;4
268;Turany,,pošta;254;Ratkovo,,rázc.;270;4
268;Turany,,pošta;264;Sučany,,psych.liečebňa;216;3
269;Šútovo,,OcÚ;262;Ratkovo;162;2
269;Šútovo,,OcÚ;266;Šútovo,,odb.k Šútov.vodopádom;108;1
270;Hubová,,Babala;271;Hubová,,pri moste;113;2
270;Hubová,,Babala;323;Ľubochňa;173;1
271;Hubová,,pri moste;270;Hubová,,Babala;113;2
271;Hubová,,pri moste;345;Ružomberok,Černová,kolónia;319;6
271;Hubová,,pri moste;459;Ružomberok,,evanjelický kostol;648;11
272;Kalameny,,kult.dom;273;Lúčky,,rázc.Kalameny;92;1
273;Lúčky,,rázc.Kalameny;62;Lipt.Teplá,Madočany,RENOP;102;1
273;Lúčky,,rázc.Kalameny;272;Kalameny,,kult.dom;115;1
273;Lúčky,,rázc.Kalameny;325;Lúčky,,zdrav.str.;72;1
274;Komjatná,,Babic;276;Komjatná,,Kočibal;54;1
275;Komjatná,,Jednota;276;Komjatná,,Kočibal;76;0,2
275;Komjatná,,Jednota;327;Komjatná,,pož.zbroj.;32;1
276;Komjatná,,Kočibal;275;Komjatná,,Jednota;72;0,2
276;Komjatná,,Kočibal;277;Komjatná,Studničná;189;2
277;Komjatná,Studničná;274;Komjatná,,Babic;99;1
277;Komjatná,Studničná;367;Valaská Dubová,,u Drobúľa;300;3
277;Komjatná,Studničná;433;Komjatná,Studničná,Panská lúka;72;0,2
278;Komjatná,,ZŠ;315;Komjatná,,otoč.;176;1
278;Komjatná,,ZŠ;327;Komjatná,,pož.zbroj.;99;0,2
279;Likavka,,Dom dôchodcov;337;Ružomberok,,AS;192;1
280;Likavka,,Domiter;279;Likavka,,Dom dôchodcov;99;1
280;Likavka,,Domiter;284;Likavka,,hrad;54;1
280;Likavka,,Domiter;286;Likavka,,sklad BZ-Texicom;76;1
281;Likavka,,Klačko;283;Likavka,,Nemček;54;1
281;Likavka,,Klačko;286;Likavka,,sklad BZ-Texicom;72;1
281;Likavka,,Klačko;334;Martinček,,OcÚ;225;1
282;Likavka,,Kramariská;284;Likavka,,hrad;73;1
282;Likavka,,Kramariská;365;Valaská Dubová,,OcÚ;275;4
282;Likavka,,Kramariská;386;Jasenová;432;8
283;Likavka,,Nemček;286;Likavka,,sklad BZ-Texicom;54;0,2
284;Likavka,,hrad;280;Likavka,,Domiter;54;1
284;Likavka,,hrad;282;Likavka,,Kramariská;61;1
284;Likavka,,hrad;285;Likavka,,rázc.;70;1
285;Likavka,,rázc.;279;Likavka,,Dom dôchodcov;64;1
285;Likavka,,rázc.;284;Likavka,,hrad;77;1
286;Likavka,,sklad BZ-Texicom;280;Likavka,,Domiter;62;1
286;Likavka,,sklad BZ-Texicom;281;Likavka,,Klačko;58;1
287;Lipt.Lúžna,,Brezniak;291;Lipt.Lúžna,,bytovka RD;61;0,2
287;Lipt.Lúžna,,Brezniak;294;Lipt.Lúžna,,u Turončíka;74;1
288;Lipt.Lúžna,,Hronec;293;Lipt.Lúžna,,nocovňa SAD;146;1
289;Lipt.Lúžna,,Weiss;290;Lipt.Lúžna,,MŠ;111;0,2
289;Lipt.Lúžna,,Weiss;293;Lipt.Lúžna,,nocovňa SAD;98;1
290;Lipt.Lúžna,,MŠ;289;Lipt.Lúžna,,Weiss;101;0,2
290;Lipt.Lúžna,,MŠ;291;Lipt.Lúžna,,bytovka RD;94;1
291;Lipt.Lúžna,,bytovka RD;287;Lipt.Lúžna,,Brezniak;81;0,2
291;Lipt.Lúžna,,bytovka RD;290;Lipt.Lúžna,,MŠ;84;1
292;Lipt.Lúžna,,mäsna u Vesel.;294;Lipt.Lúžna,,u Turončíka;68;0,2
292;Lipt.Lúžna,,mäsna u Vesel.;301;Lipt.Osada,,č.d.113;256;3
292;Lipt.Lúžna,,mäsna u Vesel.;333;Lipt.Osada,,zdrav.str.;223;3
293;Lipt.Lúžna,,nocovňa SAD;288;Lipt.Lúžna,,Hronec;189;1
293;Lipt.Lúžna,,nocovňa SAD;289;Lipt.Lúžna,,Weiss;111;1
294;Lipt.Lúžna,,u Turončíka;287;Lipt.Lúžna,,Brezniak;57;1
294;Lipt.Lúžna,,u Turončíka;292;Lipt.Lúžna,,mäsna u Vesel.;94;0,2
295;Lipt.Osada,,Jednota;296;Lipt.Osada,Korytnica-kúpele,rázc.;338;8
295;Lipt.Osada,,Jednota;299;Lipt.Osada,,RD;108;1
295;Lipt.Osada,,Jednota;300;Lipt.Osada,,Skalno;112;2
295;Lipt.Osada,,Jednota;333;Lipt.Osada,,zdrav.str.;243;1
295;Lipt.Osada,,Jednota;340;Ružomberok,Biely Potok,Podsuchá;259;5
296;Lipt.Osada,Korytnica-kúpele,rázc.;5;Donovaly,,Pod Magurou-ATC;216;4
296;Lipt.Osada,Korytnica-kúpele,rázc.;6;Donovaly,,centrum;324;5
296;Lipt.Osada,Korytnica-kúpele,rázc.;295;Lipt.Osada,,Jednota;558;8
296;Lipt.Osada,Korytnica-kúpele,rázc.;297;Lipt.Osada,Korytnica-kúpele;216;1
296;Lipt.Osada,Korytnica-kúpele,rázc.;298;Lipt.Osada,,Patočiny horáreň;216;3
296;Lipt.Osada,Korytnica-kúpele,rázc.;299;Lipt.Osada,,RD;324;7
297;Lipt.Osada,Korytnica-kúpele;296;Lipt.Osada,Korytnica-kúpele,rázc.;162;1
298;Lipt.Osada,,Patočiny horáreň;296;Lipt.Osada,Korytnica-kúpele,rázc.;108;3
298;Lipt.Osada,,Patočiny horáreň;299;Lipt.Osada,,RD;162;4
299;Lipt.Osada,,RD;295;Lipt.Osada,,Jednota;162;1
299;Lipt.Osada,,RD;298;Lipt.Osada,,Patočiny horáreň;162;4
300;Lipt.Osada,,Skalno;295;Lipt.Osada,,Jednota;183;2
300;Lipt.Osada,,Skalno;404;Lipt.Revúce,Nižná Revúca,Jednota;216;3
300;Lipt.Osada,,Skalno;418;Lipt.Revúce,Nižná Revúca,r.Teplô;100;0,2
300;Lipt.Osada,,Skalno;469;Lipt.Osada,,pekáreň;270;2
301;Lipt.Osada,,č.d.113;292;Lipt.Lúžna,,mäsna u Vesel.;246;3
301;Lipt.Osada,,č.d.113;333;Lipt.Osada,,zdrav.str.;31;0,2
301;Lipt.Osada,,č.d.113;469;Lipt.Osada,,pekáreň;115;1
302;Lipt.Štiavnica,,Kľučiny;303;Lipt.Štiavnica,,garáž SAD;324;1
302;Lipt.Štiavnica,,Kľučiny;329;Ludrová,,RD;108;2
302;Lipt.Štiavnica,,Kľučiny;335;Štiavnička,,sušička RD;79;1
302;Lipt.Štiavnica,,Kľučiny;405;Lipt.Štiavnica,,mlyn;54;0,2
302;Lipt.Štiavnica,,Kľučiny;468;Ludrová,,otočka;378;4
303;Lipt.Štiavnica,,garáž SAD;304;Lipt.Štiavnica,,otoč.;139;1
303;Lipt.Štiavnica,,garáž SAD;426;Lipt.Štiavnica,,pri kaplnke;71;0,2
304;Lipt.Štiavnica,,otoč.;303;Lipt.Štiavnica,,garáž SAD;96;1
305;Lipt.Sliače,Nižný Sliač,Bielený;307;Lipt.Sliače,Nižný Sliač,Smištík;62;1
305;Lipt.Sliače,Nižný Sliač,Bielený;308;Lipt.Sliače,Nižný Sliač,pri moste;60;0,2
306;Lipt.Sliače,Stredný Sliač,Dielnica;308;Lipt.Sliače,Nižný Sliač,pri moste;100;1
306;Lipt.Sliače,Stredný Sliač,Dielnica;310;Lipt.Sliače,Stredný Sliač,kostol;74;1
306;Lipt.Sliače,Stredný Sliač,Dielnica;311;Lipt.Sliače,Stredný Sliač,ZŠ;69;1
307;Lipt.Sliače,Nižný Sliač,Smištík;305;Lipt.Sliače,Nižný Sliač,Bielený;58;1
307;Lipt.Sliače,Nižný Sliač,Smištík;316;Lipt.Sliače,,rázc.;54;1
307;Lipt.Sliače,Nižný Sliač,Smištík;445;Lisková,,križ.;130;2
308;Lipt.Sliače,Nižný Sliač,pri moste;305;Lipt.Sliače,Nižný Sliač,Bielený;77;0,2
308;Lipt.Sliače,Nižný Sliač,pri moste;306;Lipt.Sliače,Stredný Sliač,Dielnica;100;1
309;Lipt.Sliače,Stredný Sliač,Gajdoš;310;Lipt.Sliače,Stredný Sliač,kostol;108;0,2
309;Lipt.Sliače,Stredný Sliač,Gajdoš;311;Lipt.Sliače,Stredný Sliač,ZŠ;120;0,2
309;Lipt.Sliače,Stredný Sliač,Gajdoš;312;Lipt.Sliače,Stredný Sliač,otoč.;102;1
310;Lipt.Sliače,Stredný Sliač,kostol;306;Lipt.Sliače,Stredný Sliač,Dielnica;71;1
310;Lipt.Sliače,Stredný Sliač,kostol;309;Lipt.Sliače,Stredný Sliač,Gajdoš;54;0,2
310;Lipt.Sliače,Stredný Sliač,kostol;311;Lipt.Sliače,Stredný Sliač,ZŠ;54;0,2
310;Lipt.Sliače,Stredný Sliač,kostol;312;Lipt.Sliače,Stredný Sliač,otoč.;108;1
310;Lipt.Sliače,Stredný Sliač,kostol;407;Lipt.Sliače,Stredný Sliač,Dom smútku;57;0,2
311;Lipt.Sliače,Stredný Sliač,ZŠ;306;Lipt.Sliače,Stredný Sliač,Dielnica;66;1
311;Lipt.Sliače,Stredný Sliač,ZŠ;309;Lipt.Sliače,Stredný Sliač,Gajdoš;101;0,2
311;Lipt.Sliače,Stredný Sliač,ZŠ;310;Lipt.Sliače,Stredný Sliač,kostol;54;0,2
312;Lipt.Sliače,Stredný Sliač,otoč.;309;Lipt.Sliače,Stredný Sliač,Gajdoš;81;1
313;Lipt.Sliače,Vyšný Sliač,garáž;314;Lipt.Sliače,Vyšný Sliač,u Cabana;197;0,2
313;Lipt.Sliače,Vyšný Sliač,garáž;429;Lipt.Sliače,Vyšný Sliač,družstvo;84;1
314;Lipt.Sliače,Vyšný Sliač,u Cabana;313;Lipt.Sliače,Vyšný Sliač,garáž;124;0,2
315;Komjatná,,otoč.;278;Komjatná,,ZŠ;130;1
316;Lipt.Sliače,,rázc.;19;Ivachnová,,rázc.;184;3
316;Lipt.Sliače,,rázc.;307;Lipt.Sliače,Nižný Sliač,Smištík;54;1
316;Lipt.Sliače,,rázc.;445;Lisková,,križ.;68;1
317;Turík,,OcÚ;318;Turík,,rázc.;108;1
317;Turík,,OcÚ;350;Turík,,RD;64;1
318;Turík,,rázc.;90;Lipt.Teplá,,ŠL;122;2
318;Turík,,rázc.;92;Lipt.Teplá,,rázc.;122;2
318;Turík,,rázc.;317;Turík,,OcÚ;135;1
318;Turík,,rázc.;320;Lisková,,rázc.RD;165;2
318;Turík,,rázc.;350;Turík,,RD;59;0,2
319;Lisková,,kult.dom;318;Turík,,rázc.;216;3
319;Lisková,,kult.dom;320;Lisková,,rázc.RD;94;1
319;Lisková,,kult.dom;445;Lisková,,križ.;152;1
320;Lisková,,rázc.RD;318;Turík,,rázc.;142;2
320;Lisková,,rázc.RD;319;Lisková,,kult.dom;114;1
321;Lipt.Osada,,Barboriná horáreň;297;Lipt.Osada,Korytnica-kúpele;324;2
322;Ľubochňa,,Korbelka;323;Ľubochňa;176;1
322;Ľubochňa,,Korbelka;360;Stankovany,,pri moste;101;1
323;Ľubochňa;270;Hubová,,Babala;128;1
323;Ľubochňa;322;Ľubochňa,,Korbelka;115;1
324;Lúčky,Lúčky-kúpele,otoč.;326;Lúčky,,OcÚ;114;0,2
325;Lúčky,,zdrav.str.;272;Kalameny,,kult.dom;162;2
325;Lúčky,,zdrav.str.;273;Lúčky,,rázc.Kalameny;79;1
325;Lúčky,,zdrav.str.;326;Lúčky,,OcÚ;99;1
326;Lúčky,,OcÚ;324;Lúčky,Lúčky-kúpele,otoč.;168;0,2
326;Lúčky,,OcÚ;325;Lúčky,,zdrav.str.;108;1
327;Komjatná,,pož.zbroj.;275;Komjatná,,Jednota;68;1
327;Komjatná,,pož.zbroj.;458;Komjatná,,Pod Stráňou;50;0,2
328;Ludrová,,Jednota;331;Ludrová,,č.d.202;68;0,2
328;Ludrová,,Jednota;332;Ludrová,,č.d.349;71;1
329;Ludrová,,RD;302;Lipt.Štiavnica,,Kľučiny;126;2
329;Ludrová,,RD;332;Ludrová,,č.d.349;54;0,2
329;Ludrová,,RD;335;Štiavnička,,sušička RD;65;1
330;Ludrová,,č.d.155;331;Ludrová,,č.d.202;78;1
330;Ludrová,,č.d.155;468;Ludrová,,otočka;50;0,2
331;Ludrová,,č.d.202;328;Ludrová,,Jednota;94;0,2
331;Ludrová,,č.d.202;330;Ludrová,,č.d.155;83;1
332;Ludrová,,č.d.349;328;Ludrová,,Jednota;83;1
332;Ludrová,,č.d.349;329;Ludrová,,RD;54;0,2
333;Lipt.Osada,,zdrav.str.;292;Lipt.Lúžna,,mäsna u Vesel.;224;3
333;Lipt.Osada,,zdrav.str.;295;Lipt.Osada,,Jednota;162;1
333;Lipt.Osada,,zdrav.str.;301;Lipt.Osada,,č.d.113;47;0,2
333;Lipt.Osada,,zdrav.str.;469;Lipt.Osada,,pekáreň;108;1
334;Martinček,,OcÚ;281;Likavka,,Klačko;170;1
335;Štiavnička,,sušička RD;302;Lipt.Štiavnica,,Kľučiny;83;1
335;Štiavnička,,sušička RD;329;Ludrová,,RD;76;1
335;Štiavnička,,sušička RD;363;Štiavnička,,most;72;1
336;Štiavnička,,odbočka LDCH;343;Ružomberok,,Celulózka;130;1
336;Štiavnička,,odbočka LDCH;362;Štiavnička,,MŠ;43;1
336;Štiavnička,,odbočka LDCH;363;Štiavnička,,most;77;1
337;Ružomberok,,AS;280;Likavka,,Domiter;157;2
337;Ružomberok,,AS;285;Likavka,,rázc.;169;2
337;Ružomberok,,AS;351;Ružomberok,,SPŠ;216;1
337;Ružomberok,,AS;352;Ružomberok,,Savoy;216;1
337;Ružomberok,,AS;353;Ružomberok,,Sihoť ZŠ;288;0,2
337;Ružomberok,,AS;386;Jasenová;756;12
337;Ružomberok,,AS;406;Ružomberok,,Supra-vily;256;1
337;Ružomberok,,AS;417;Ružomberok,,Supra-stred;241;1
338;Ružomberok,Biely Potok,Bohunka;339;Ružomberok,Biely Potok,Kovostav;54;1
338;Ružomberok,Biely Potok,Bohunka;341;Ružomberok,Biely Potok,Slovpap;42;1
338;Ružomberok,Biely Potok,Bohunka;443;Ružomberok,Biely Potok,Trlenská dolina;42;0,2
339;Ružomberok,Biely Potok,Kovostav;338;Ružomberok,Biely Potok,Bohunka;54;1
339;Ružomberok,Biely Potok,Kovostav;342;Ružomberok,Biely Potok,pri moste;108;2
339;Ružomberok,Biely Potok,Kovostav;442;Ružomberok,Biely Potok,Do Uhliska;44;1
339;Ružomberok,Biely Potok,Kovostav;443;Ružomberok,Biely Potok,Trlenská dolina;50;1
340;Ružomberok,Biely Potok,Podsuchá;295;Lipt.Osada,,Jednota;307;5
340;Ružomberok,Biely Potok,Podsuchá;341;Ružomberok,Biely Potok,Slovpap;106;2
340;Ružomberok,Biely Potok,Podsuchá;443;Ružomberok,Biely Potok,Trlenská dolina;162;4
340;Ružomberok,Biely Potok,Podsuchá;469;Lipt.Osada,,pekáreň;273;5
341;Ružomberok,Biely Potok,Slovpap;338;Ružomberok,Biely Potok,Bohunka;44;1
341;Ružomberok,Biely Potok,Slovpap;340;Ružomberok,Biely Potok,Podsuchá;114;2
342;Ružomberok,Biely Potok,pri moste;356;Ružomberok,,sídl.SNP;243;3
342;Ružomberok,Biely Potok,pri moste;358;Ružomberok,,Vápenka;108;1
342;Ružomberok,Biely Potok,pri moste;441;Ružomberok,Biely Potok,Raveň;48;1
342;Ružomberok,Biely Potok,pri moste;442;Ružomberok,Biely Potok,Do Uhliska;54;1
342;Ružomberok,Biely Potok,pri moste;443;Ružomberok,Biely Potok,Trlenská dolina;135;2
343;Ružomberok,,Celulózka;319;Lisková,,kult.dom;162;3
343;Ružomberok,,Celulózka;336;Štiavnička,,odbočka LDCH;83;1
343;Ružomberok,,Celulózka;355;Ružomberok,,Supra;112;1
343;Ružomberok,,Celulózka;417;Ružomberok,,Supra-stred;155;1
343;Ružomberok,,Celulózka;445;Lisková,,križ.;85;2
345;Ružomberok,Černová,kolónia;271;Hubová,,pri moste;318;6
345;Ružomberok,Černová,kolónia;348;Ružomberok,,Nová Černová;113;2
346;Ružomberok,,SOU poľnohospodárske;349;Ružomberok,,Pod skalami;54;1
346;Ružomberok,,SOU poľnohospodárske;354;Ružomberok,,Solo horná brána;90;0,2
347;Ružomberok,,Mladá generácia;348;Ružomberok,,Nová Černová;97;1
347;Ružomberok,,Mladá generácia;351;Ružomberok,,SPŠ;86;1
348;Ružomberok,,Nová Černová;271;Hubová,,pri moste;378;8
348;Ružomberok,,Nová Černová;345;Ružomberok,Černová,kolónia;96;2
348;Ružomberok,,Nová Černová;347;Ružomberok,,Mladá generácia;108;1
349;Ružomberok,,Pod skalami;346;Ružomberok,,SOU poľnohospodárske;54;1
349;Ružomberok,,Pod skalami;357;Ružomberok,,tehelňa;54;1
349;Ružomberok,,Pod skalami;358;Ružomberok,,Vápenka;54;1
350;Turík,,RD;317;Turík,,OcÚ;93;1
350;Turík,,RD;318;Turík,,rázc.;59;0,2
351;Ružomberok,,SPŠ;337;Ružomberok,,AS;243;1
351;Ružomberok,,SPŠ;347;Ružomberok,,Mladá generácia;108;1
352;Ružomberok,,Savoy;337;Ružomberok,,AS;270;1
352;Ružomberok,,Savoy;354;Ružomberok,,Solo horná brána;162;1
352;Ružomberok,,Savoy;460;Ružomberok,,Nám. A.Hlinku;108;1
353;Ružomberok,,Sihoť ZŠ;337;Ružomberok,,AS;270;0,2
353;Ružomberok,,Sihoť ZŠ;451;Ružomberok,,Roveň Vojenská nem.;66;1
354;Ružomberok,,Solo horná brána;346;Ružomberok,,SOU poľnohospodárske;54;0,2
354;Ružomberok,,Solo horná brána;352;Ružomberok,,Savoy;126;1
355;Ružomberok,,Supra;337;Ružomberok,,AS;237;1
356;Ružomberok,,sídl.SNP;337;Ružomberok,,AS;288;2
356;Ružomberok,,sídl.SNP;342;Ružomberok,Biely Potok,pri moste;216;3
356;Ružomberok,,sídl.SNP;355;Ružomberok,,Supra;135;1
356;Ružomberok,,sídl.SNP;357;Ružomberok,,tehelňa;68;0,2
356;Ružomberok,,sídl.SNP;417;Ružomberok,,Supra-stred;112;1
357;Ružomberok,,tehelňa;349;Ružomberok,,Pod skalami;58;1
357;Ružomberok,,tehelňa;356;Ružomberok,,sídl.SNP;95;0,2
358;Ružomberok,,Vápenka;349;Ružomberok,,Pod skalami;54;1
358;Ružomberok,,Vápenka;441;Ružomberok,Biely Potok,Raveň;50;0,2
359;Stankovany,Rojkov;360;Stankovany,,pri moste;115;1
359;Stankovany,Rojkov;375;Kraľovany,,žel.st.;223;3
360;Stankovany,,pri moste;322;Ľubochňa,,Korbelka;119;1
360;Stankovany,,pri moste;438;Stankovany,Rojkov,bar;61;1
360;Stankovany,,pri moste;452;Stankovany,,Strakov;54;0,2
362;Štiavnička,,MŠ;336;Štiavnička,,odbočka LDCH;54;1
362;Štiavnička,,MŠ;363;Štiavnička,,most;54;0,2
363;Štiavnička,,most;335;Štiavnička,,sušička RD;56;1
363;Štiavnička,,most;336;Štiavnička,,odbočka LDCH;88;1
363;Štiavnička,,most;362;Štiavnička,,MŠ;22;0,2
364;Lipt.Michal,,pod cintorínom;17;Bešeňová,,hotel Sumit;54;1
365;Valaská Dubová,,OcÚ;282;Likavka,,Kramariská;250;4
365;Valaská Dubová,,OcÚ;367;Valaská Dubová,,u Drobúľa;68;0,2
367;Valaská Dubová,,u Drobúľa;277;Komjatná,Studničná;324;3
367;Valaská Dubová,,u Drobúľa;365;Valaská Dubová,,OcÚ;81;0,2
367;Valaská Dubová,,u Drobúľa;386;Jasenová;291;4
367;Valaská Dubová,,u Drobúľa;433;Komjatná,Studničná,Panská lúka;245;3
369;Lipt.Teplá,,Prefa;93;Lipt.Teplá,,žel.st.;81;0,2
369;Lipt.Teplá,,Prefa;464;Bešeňová,,Sihoť;54;1
371;Dolný Kubín,,Alej slobody;374;Dolný Kubín,,aut.st.;221;1
371;Dolný Kubín,,Alej slobody;391;Dolný Kubín,,Matúškova;116;1
372;Dolný Kubín,,SAD;373;Dolný Kubín,Mokraď,priem.park;54;1
372;Dolný Kubín,,SAD;374;Dolný Kubín,,aut.st.;180;2
373;Dolný Kubín,Mokraď,priem.park;372;Dolný Kubín,,SAD;108;1
373;Dolný Kubín,Mokraď,priem.park;392;Dolný Kubín,Mokraď,Tech.služby;176;0,2
374;Dolný Kubín,,aut.st.;371;Dolný Kubín,,Alej slobody;230;1
374;Dolný Kubín,,aut.st.;372;Dolný Kubín,,SAD;202;2
375;Kraľovany,,žel.st.;267;Šútovo,,Rieka lom;324;4
375;Kraľovany,,žel.st.;359;Stankovany,Rojkov;209;3
377;Pribylina,,Zruby;189;Pribylina,,Kamenná dol.;81;1
377;Pribylina,,Zruby;190;Pribylina,,Kokavský most;108;2
377;Pribylina,,Zruby;390;Pribylina,,Permon;180;1
383;Bobrovec,,Luhy;23;Bobrovec,,Rakovica;77;0,2
383;Bobrovec,,Luhy;71;Jalovec,,ZŠ;130;2
383;Bobrovec,,Luhy;72;Jalovec,,most;74;2
384;Kráľova Lehota,,Preglejka št.cesta;74;Kráľova Lehota,,Cestné stavby obal.;108;1
384;Kráľova Lehota,,Preglejka št.cesta;77;Kráľova Lehota,,žel.st.;140;1
384;Kráľova Lehota,,Preglejka št.cesta;174;Kráľova Lehota,,Michalovo Gašparík;108;3
384;Kráľova Lehota,,Preglejka št.cesta;400;Hybe,,rázc.na Kráľovu Lehotu;54;1
386;Jasenová;282;Likavka,,Kramariská;486;8
386;Jasenová;284;Likavka,,hrad;594;9
386;Jasenová;367;Valaská Dubová,,u Drobúľa;300;4
386;Jasenová;371;Dolný Kubín,,Alej slobody;432;5
386;Jasenová;387;Vyšný Kubín,,rázc.;105;2
387;Vyšný Kubín,,rázc.;386;Jasenová;97;2
387;Vyšný Kubín,,rázc.;388;Dolný Kubín,,Banisko;102;1
388;Dolný Kubín,,Banisko;387;Vyšný Kubín,,rázc.;108;1
388;Dolný Kubín,,Banisko;391;Dolný Kubín,,Matúškova;105;1
390;Pribylina,,Permon;377;Pribylina,,Zruby;144;1
391;Dolný Kubín,,Matúškova;371;Dolný Kubín,,Alej slobody;111;1
391;Dolný Kubín,,Matúškova;386;Jasenová;216;4
391;Dolný Kubín,,Matúškova;388;Dolný Kubín,,Banisko;111;1
392;Dolný Kubín,Mokraď,Tech.služby;373;Dolný Kubín,Mokraď,priem.park;90;0,2
393;Lipt.Trnovec,,ATC;161;Lipt.Trnovec,,Krivý kút;108;2
393;Lipt.Trnovec,,ATC;440;Lipt.Mikuláš,,Aqua Park;162;2
393;Lipt.Trnovec,,ATC;467;Lipt.Mikuláš,,ul.Štefánikova;216;5
394;Lipt.Mikuláš,Lipt.Ondrašová,kost.;24;Bobrovec,,Škorupovo;66;1
394;Lipt.Mikuláš,Lipt.Ondrašová,kost.;408;Lipt.Mikuláš,Lipt.Ondrašová,otoč.;54;1
394;Lipt.Mikuláš,Lipt.Ondrašová,kost.;409;Lipt.Mikuláš,Lipt.Ondrašová,most;62;0,2
395;Závažná Poruba,,pri pomníku;238;Závažná Poruba,,Luhy;112;1
395;Závažná Poruba,,pri pomníku;396;Závažná Poruba,,kult.dom;66;0,2
396;Závažná Poruba,,kult.dom;395;Závažná Poruba,,pri pomníku;77;0,2
396;Závažná Poruba,,kult.dom;397;Závažná Poruba,,ul.p.Hrádkom;69;1
397;Závažná Poruba,,ul.p.Hrádkom;239;Závažná Poruba,,otoč.;100;1
397;Závažná Poruba,,ul.p.Hrádkom;396;Závažná Poruba,,kult.dom;93;1
398;Prosiek,Zádiel;68;Ižipovce;216;1
398;Prosiek,Zádiel;196;Prosiek,,č.d.26;97;2
399;Lipt.Mikuláš,,ul.Hurbanova MŠ;135;Lipt.Mikuláš,,centrum;202;1
399;Lipt.Mikuláš,,ul.Hurbanova MŠ;148;Lipt.Mikuláš,Palúdzka,ZŠ;151;1
399;Lipt.Mikuláš,,ul.Hurbanova MŠ;149;Lipt.Mikuláš,Palúdzka,nem.;130;1
400;Hybe,,rázc.na Kráľovu Lehotu;61;Hybe,,Lehotský Adam;162;3
400;Hybe,,rázc.na Kráľovu Lehotu;63;Hybe,,motel;88;1
400;Hybe,,rázc.na Kráľovu Lehotu;64;Hybe,,nám.;216;4
400;Hybe,,rázc.na Kráľovu Lehotu;108;Lipt.Hrádok,,Jánoškov domov;162;2
400;Hybe,,rázc.na Kráľovu Lehotu;113;Lipt.Hrádok,,Maša;73;1
401;Lipt.Mikuláš,,AS;135;Lipt.Mikuláš,,centrum;252;2
401;Lipt.Mikuláš,,AS;141;Lipt.Mikuláš,,ul.Revolučná Lidl;108;1
401;Lipt.Mikuláš,,AS;148;Lipt.Mikuláš,Palúdzka,ZŠ;202;2
401;Lipt.Mikuláš,,AS;149;Lipt.Mikuláš,Palúdzka,nem.;212;2
401;Lipt.Mikuláš,,AS;153;Lipt.Mikuláš,,hotel Jánošík;159;1
401;Lipt.Mikuláš,,AS;399;Lipt.Mikuláš,,ul.Hurbanova MŠ;106;1
402;Jamník,,Jednota;73;Jamník,,RD otoč.;144;1
402;Jamník,,Jednota;168;Jamník,,Mokraď;104;1
403;Pribylina,,Rač.dol.ráz.h.Esperanto;188;Pribylina,,Hrdovo;216;4
403;Pribylina,,Rač.dol.ráz.h.Esperanto;191;Pribylina,,Potôčky;108;3
403;Pribylina,,Rač.dol.ráz.h.Esperanto;193;Pribylina,,garáž SAD;144;1
404;Lipt.Revúce,Nižná Revúca,Jednota;418;Lipt.Revúce,Nižná Revúca,r.Teplô;116;3
404;Lipt.Revúce,Nižná Revúca,Jednota;419;Lipt.Revúce,Nižná Revúca,Rosa;72;0,2
405;Lipt.Štiavnica,,mlyn;302;Lipt.Štiavnica,,Kľučiny;51;0,2
405;Lipt.Štiavnica,,mlyn;426;Lipt.Štiavnica,,pri kaplnke;54;1
406;Ružomberok,,Supra-vily;343;Ružomberok,,Celulózka;101;1
406;Ružomberok,,Supra-vily;445;Lisková,,križ.;148;3
407;Lipt.Sliače,Stredný Sliač,Dom smútku;310;Lipt.Sliače,Stredný Sliač,kostol;80;0,2
407;Lipt.Sliače,Stredný Sliač,Dom smútku;311;Lipt.Sliače,Stredný Sliač,ZŠ;270;0,2
407;Lipt.Sliače,Stredný Sliač,Dom smútku;429;Lipt.Sliače,Vyšný Sliač,družstvo;103;1
408;Lipt.Mikuláš,Lipt.Ondrašová,otoč.;24;Bobrovec,,Škorupovo;54;0,2
408;Lipt.Mikuláš,Lipt.Ondrašová,otoč.;394;Lipt.Mikuláš,Lipt.Ondrašová,kost.;54;1
409;Lipt.Mikuláš,Lipt.Ondrašová,most;139;Lipt.Mikuláš,,Komenského ul.MŠ;157;2
409;Lipt.Mikuláš,Lipt.Ondrašová,most;163;Lipt.Trnovec,,rázc.;234;4
409;Lipt.Mikuláš,Lipt.Ondrašová,most;394;Lipt.Mikuláš,Lipt.Ondrašová,kost.;64;0,2
